VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,SOL_DATE,ARRIVAL_DATE,END_OF_LOCKAGE,TIMEZONE,MMSI,Unnamed: 0,DELAY_MINS,SEQ_NO
ALYS,1233341,U,2,2023-10-25 23:45:00,2023-10-25 09:24:00,2023-10-26 00:10:00,CST,,635.0,861.0,-
RICHARD B(55X22),5681300,D,0,2023-10-25 23:40:00,2023-10-25 23:35:00,2023-10-25 23:45:00,CST,,636.0,0.0,-
SANDRA LEE,1259133,U,3,2023-10-25 23:15:00,2023-10-25 11:14:00,2023-10-25 23:40:00,CST,,637.0,721.0,-
THERESA B (TOW),561744,D,0,2023-10-25 23:10:00,2023-10-25 23:08:00,2023-10-25 23:15:00,CST,,638.0,2.0,-
THERESA B (TOW),561744,D,0,2023-10-25 22:50:00,2023-10-25 22:36:00,2023-10-25 22:55:00,CST,,639.0,0.0,-
RICHARD B(55X22),5681300,D,0,2023-10-25 21:30:00,2023-10-25 21:13:00,2023-10-25 21:50:00,CST,,640.0,17.0,-
SEA HOG (TOW),621554,U,0,2023-10-25 15:45:00,2023-10-25 11:28:00,2023-10-25 16:00:00,CST,,641.0,257.0,-
HOWARD BLANK (TOW 86X32),1221426,U,3,2023-09-29 08:00:00,2023-09-29 06:42:00,2023-09-29 08:25:00,CST,,642.0,78.0,-
BROOKE BANTA 75X30,1233112,U,2,2023-09-29 07:20:00,2023-09-29 06:39:00,2023-09-29 07:40:00,CST,,643.0,41.0,-
DEBBIE L. OWEN,1312481,U,5,2023-09-29 07:05:00,2023-09-29 05:36:00,2023-09-29 07:15:00,CST,,644.0,0.0,-
PORT MANSFIELD,1262416,D,1,2023-09-29 05:26:00,2023-09-29 05:25:00,2023-09-29 05:35:00,CST,,645.0,1.0,-
JERRY TOROK,1265746,D,2,2023-09-29 04:46:00,2023-09-29 04:45:00,2023-09-29 05:00:00,CST,,646.0,1.0,-
ALICE GOLDING,1253566,U,2,2023-09-29 02:50:00,2023-09-29 02:49:00,2023-09-29 03:25:00,CST,,647.0,1.0,-
EULA B DEVALL (TOW),1149797,U,3,2023-09-28 22:10:00,2023-09-28 22:09:00,2023-09-28 22:35:00,CST,,648.0,1.0,-
RICHARD B(55X22),5681300,D,0,2023-09-28 21:38:00,2023-09-28 21:37:00,2023-09-28 21:50:00,CST,,649.0,1.0,-
CLARK TODD (TOW 2014) 81X30,1255497,U,2,2023-09-28 19:12:00,2023-09-28 19:11:00,2023-09-28 19:30:00,CST,,650.0,1.0,-
THERESA B (TOW),561744,D,0,2023-09-28 18:48:00,2023-09-28 18:47:00,2023-09-28 18:57:00,CST,,651.0,1.0,-
THERESA B (TOW),561744,U,0,2023-09-28 13:47:00,2023-09-28 13:46:00,2023-09-28 13:57:00,CST,,652.0,0.0,-
MAC ANDREW MCKINNEY (TOW),1234978,D,3,2023-09-28 13:20:00,2023-09-28 11:52:00,2023-09-28 13:30:00,CST,,653.0,0.0,-
MARY ENA DEVALL (TOW),569520,D,2,2023-09-28 12:30:00,2023-09-28 11:53:00,2023-09-28 12:50:00,CST,,654.0,37.0,-
CINCINNATI (TOW),1126162,D,2,2023-09-28 11:53:00,2023-09-28 11:52:00,2023-09-28 12:25:00,CST,,655.0,1.0,-
ST CHARLES (TOW)76X35,1230767,D,3,2023-09-28 10:07:00,2023-09-28 10:06:00,2023-09-28 10:55:00,CST,,656.0,1.0,-
CHARLES BOSTON,1276022,U,2,2023-09-28 05:45:00,2023-09-28 04:11:00,2023-09-28 06:10:00,CST,,657.0,94.0,-
CSS SHENANDOAH (TOW 2019),1300154,U,3,2023-09-28 05:20:00,2023-09-28 03:49:00,2023-09-28 05:40:00,CST,,658.0,91.0,-
LILLIANNE D,1301272,U,2,2023-09-28 04:15:00,2023-09-28 03:44:00,2023-09-28 05:15:00,CST,,659.0,31.0,-
M/V LILLIAN LOUISE,1267422,D,2,2023-09-28 03:44:00,2023-09-28 03:43:00,2023-09-28 04:15:00,CST,,660.0,1.0,-
AMMIE  (TOW 2010)95X30,1225687,D,2,2023-09-28 03:02:00,2023-09-28 03:01:00,2023-09-28 03:35:00,CST,,661.0,1.0,-
REBOUND,286204,U,3,2023-09-27 23:45:00,2023-09-27 23:16:00,2023-09-27 23:55:00,CST,,662.0,0.0,-
RICHARD B(55X22),5681300,D,0,2023-09-27 23:17:00,2023-09-27 23:16:00,2023-09-27 23:22:00,CST,,663.0,1.0,-
RANDOLPH C,1261475,U,3,2023-09-27 22:37:00,2023-09-27 22:36:00,2023-09-27 23:05:00,CST,,664.0,1.0,-
CAPT WEBSTER (TOW 2009) 65X26,1217894,D,2,2023-09-27 21:57:00,2023-09-27 21:56:00,2023-09-27 22:25:00,CST,,665.0,1.0,-
THERESA B (TOW),561744,D,0,2023-09-27 21:48:00,2023-09-27 21:47:00,2023-09-27 21:53:00,CST,,666.0,1.0,-
HARRISON,1214850,U,2,2023-09-27 20:45:00,2023-09-27 20:03:00,2023-09-27 21:15:00,CST,,667.0,42.0,-
GEORGE ROWE (TOW),912893,D,1,2023-09-27 20:05:00,2023-09-27 20:02:00,2023-09-27 20:45:00,CST,,668.0,3.0,-
RESPONDER,543900,D,3,2023-09-27 19:42:00,2023-09-27 19:41:00,2023-09-27 20:00:00,CST,,669.0,1.0,-
CROCKETT,1292803,U,2,2023-09-27 17:56:00,2023-09-27 17:55:00,2023-09-27 18:15:00,CST,,670.0,1.0,-
THERESA B (TOW),561744,D,0,2023-09-27 17:31:00,2023-09-27 17:30:00,2023-09-27 17:40:00,CST,,671.0,1.0,-
HUGH S MONSTED (TOW),1151737,D,2,2023-09-27 10:55:00,2023-09-27 10:43:00,2023-09-27 11:40:00,CST,,672.0,12.0,-
COTTLE (TOW 2019) 85X32,1291739,D,3,2023-09-27 09:59:00,2023-09-27 09:58:00,2023-09-27 10:50:00,CST,,673.0,1.0,-
MON TA (TOW 70X24) 2012,1237633,U,3,2023-09-27 06:20:00,2023-09-27 04:50:00,2023-09-27 06:30:00,CST,,674.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-27 05:16:00,2023-09-27 05:15:00,2023-09-27 05:30:00,CST,,675.0,1.0,-
JODY MCMINN (TOW),1218473,D,3,2023-09-27 02:21:00,2023-09-27 02:20:00,2023-09-27 03:10:00,CST,,676.0,1.0,-
CHARLES E MARTIN (TOW),1107227,U,2,2023-09-27 01:15:00,2023-09-27 00:15:00,2023-09-27 02:00:00,CST,,677.0,60.0,-
RICHARD B(55X22),5681300,D,0,2023-09-27 01:10:00,2023-09-27 01:05:00,2023-09-27 01:15:00,CST,,678.0,5.0,-
REPOSE,1041355,U,3,2023-09-27 01:05:00,2023-09-26 22:50:00,2023-09-27 01:10:00,CST,,679.0,0.0,-
ALLIE BROOKE DEVALL,1214852,U,3,2023-09-26 23:50:00,2023-09-26 22:46:00,2023-09-27 00:20:00,CST,,680.0,64.0,-
RICHARD B(55X22),5681300,D,0,2023-09-26 23:46:00,2023-09-26 23:45:00,2023-09-26 23:50:00,CST,,681.0,1.0,-
ST CHARLES (TOW)76X35,1230767,U,4,2023-09-26 23:01:00,2023-09-26 22:45:00,2023-09-26 23:40:00,CST,,682.0,16.0,-
RICHARD B(55X22),5681300,D,0,2023-09-26 22:53:00,2023-09-26 22:52:00,2023-09-26 23:00:00,CST,,683.0,0.0,-
PAT CENAC (TOW),575103,D,3,2023-09-26 22:10:00,2023-09-26 21:25:00,2023-09-26 22:30:00,CST,,684.0,45.0,-
KARL SENNER,1244550,D,2,2023-09-26 21:21:00,2023-09-26 21:20:00,2023-09-26 22:05:00,CST,,685.0,1.0,-
RESPONDER,543900,U,4,2023-09-26 16:40:00,2023-09-26 15:57:00,2023-09-26 16:45:00,CST,,686.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-26 16:04:00,2023-09-26 16:03:00,2023-09-26 16:10:00,CST,,687.0,1.0,-
JANE ANN BLESSEY (TOW),1111657,U,2,2023-09-26 15:15:00,2023-09-26 11:58:00,2023-09-26 15:35:00,CST,,688.0,197.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-09-26 14:57:00,2023-09-26 14:56:00,2023-09-26 15:15:00,CST,,689.0,1.0,-
SACRED HEART (TOW 73X28),1203067,D,3,2023-10-08 12:55:00,2023-10-08 11:59:00,2023-10-08 13:05:00,CST,,690.0,0.0,-
BLESSED TRINITY (TOW),1216547,D,3,2023-10-08 11:10:00,2023-10-08 10:06:00,2023-10-08 11:20:00,CST,,691.0,0.0,-
GEORGE ROWE (TOW),912893,U,2,2023-10-08 10:10:00,2023-10-08 09:13:00,2023-10-08 10:20:00,CST,,692.0,0.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-08 09:21:00,2023-10-08 09:20:00,2023-10-08 09:30:00,CST,,693.0,1.0,-
JERRY TOROK,1265746,U,2,2023-10-08 08:30:00,2023-10-08 06:45:00,2023-10-08 08:55:00,CST,,694.0,105.0,-
LINDA HUGHES FARLEY,1273622,U,2,2023-10-08 07:45:00,2023-10-08 06:39:00,2023-10-08 08:25:00,CST,,695.0,66.0,-
KATIE GONSOULIN (TOW),1191866,D,2,2023-10-08 07:20:00,2023-10-08 06:03:00,2023-10-08 07:45:00,CST,,696.0,77.0,-
DRUE ARAMISE,1307051,U,3,2023-10-08 06:40:00,2023-10-08 02:28:00,2023-10-08 07:20:00,CST,,697.0,252.0,-
BELL,1186064,D,2,2023-10-08 06:00:00,2023-10-08 06:00:00,2023-10-08 06:40:00,CST,,698.0,0.0,-
MISS AIMEE (TOW),635024,U,1,2023-10-08 05:30:00,2023-10-08 04:36:00,2023-10-08 06:00:00,CST,,699.0,54.0,-
FREEDOM (TOW),287518,D,3,2023-10-08 05:20:00,2023-10-08 03:54:00,2023-10-08 05:30:00,CST,,700.0,0.0,-
M/V LILLIAN LOUISE,1267422,U,3,2023-10-08 02:55:00,2023-10-08 02:36:00,2023-10-08 04:00:00,CST,,701.0,19.0,-
RYAN    (TOW 2002) 86X30,1130859,D,2,2023-10-08 02:10:00,2023-10-08 01:57:00,2023-10-08 02:55:00,CST,,702.0,13.0,-
CREOLE ANN (TOW),519093,D,1,2023-10-08 01:34:00,2023-10-08 01:33:00,2023-10-08 02:05:00,CST,,703.0,1.0,-
LARRY B WHIPPLE,1269036,U,2,2023-10-08 00:00:00,2023-10-07 23:27:00,2023-10-08 00:15:00,CST,,704.0,33.0,-
RICHARD B(55X22),5681300,D,0,2023-10-07 23:50:00,2023-10-07 23:29:00,2023-10-08 00:00:00,CST,,705.0,21.0,-
JANE MERRICK,1251402,U,3,2023-10-07 23:30:00,2023-10-07 22:59:00,2023-10-07 23:50:00,CST,,706.0,31.0,-
THERESA B (TOW),561744,D,0,2023-10-07 23:20:00,2023-10-07 23:15:00,2023-10-07 23:30:00,CST,,707.0,5.0,-
ENTERPRISE,1247595,U,2,2023-10-07 22:55:00,2023-10-07 22:36:00,2023-10-07 23:20:00,CST,,708.0,19.0,-
RICHARD B(55X22),5681300,D,0,2023-10-07 22:45:00,2023-10-07 22:37:00,2023-10-07 22:55:00,CST,,709.0,8.0,-
INNOVATOR (TOW 2003),1141274,D,3,2023-10-07 21:58:00,2023-10-07 21:57:00,2023-10-07 22:40:00,CST,,710.0,1.0,-
CECIL V.NEAL (TOW 2015) 78X34,1262642,U,2,2023-10-07 20:42:00,2023-10-07 20:41:00,2023-10-07 21:05:00,CST,,711.0,1.0,-
SANDRA LEE,1259133,U,2,2023-10-07 20:00:00,2023-10-07 18:52:00,2023-10-07 20:20:00,CST,,712.0,68.0,-
THERESA B (TOW),561744,D,0,2023-10-07 19:55:00,2023-10-07 19:46:00,2023-10-07 20:00:00,CST,,713.0,9.0,-
WELLS PORCHE,1269039,U,2,2023-10-07 19:35:00,2023-10-07 17:11:00,2023-10-07 19:55:00,CST,,714.0,144.0,-
RICHARD B(55X22),5681300,D,0,2023-10-07 19:30:00,2023-10-07 19:29:00,2023-10-07 19:35:00,CST,,715.0,1.0,-
CAPT J A MORGAN (TOW),1186680,U,2,2023-10-07 18:45:00,2023-10-07 17:09:00,2023-10-07 19:30:00,CST,,716.0,96.0,-
ANITA EVE SHARP  (TOW 1985),680357,D,3,2023-10-07 18:20:00,2023-10-07 15:04:00,2023-10-07 18:45:00,CST,,717.0,196.0,-
CAPT RICKY TORRES (TOW 2016),1268710,D,2,2023-10-07 18:00:00,2023-10-07 14:56:00,2023-10-07 18:15:00,CST,,718.0,184.0,-
LESLIE (TOW 73X31),1218576,U,3,2023-10-07 16:40:00,2023-10-07 14:19:00,2023-10-07 16:50:00,CST,,719.0,0.0,-
GOSIER,1242385,U,2,2023-10-07 15:45:00,2023-10-07 14:18:00,2023-10-07 16:20:00,CST,,720.0,87.0,-
XENA  (TOW 2001) 65X26,1121166,D,1,2023-10-07 15:20:00,2023-10-07 12:30:00,2023-10-07 15:45:00,CST,,721.0,170.0,-
EL PASO (TOW),538582,U,1,2023-10-07 14:55:00,2023-10-07 14:17:00,2023-10-07 15:20:00,CST,,722.0,38.0,-
ALLIE BROOKE DEVALL,1214852,U,3,2023-10-07 14:35:00,2023-10-07 13:12:00,2023-10-07 14:50:00,CST,,723.0,0.0,-
CHAMPION ( TOW 2013) 85X35,1247079,D,3,2023-10-07 13:35:00,2023-10-07 09:01:00,2023-10-07 14:05:00,CST,,724.0,274.0,-
UNCLE NU (TOW),624234,U,3,2023-10-07 13:25:00,2023-10-07 12:21:00,2023-10-07 13:35:00,CST,,725.0,0.0,-
JUDY S FRIED (TOW),1165345,U,2,2023-10-07 12:00:00,2023-10-07 11:59:00,2023-10-07 12:30:00,CST,,726.0,1.0,-
SARAH D (TOW),1167754,U,3,,2023-09-30 15:55:00,,CST,,727.0,12.0,1
LAFITTE,1242386,D,1,2023-09-30 13:40:00,2023-09-30 13:39:00,2023-09-30 13:55:00,CST,,728.0,1.0,-
DARIAN ALEXANDRA (TOW 2019),1269031,D,3,2023-09-30 10:32:00,2023-09-30 10:31:00,2023-09-30 10:55:00,CST,,729.0,1.0,-
EL PASO (TOW),538582,D,1,2023-09-30 09:35:00,2023-09-30 09:01:00,2023-09-30 09:50:00,CST,,730.0,34.0,-
BELLE AMIE,1255924,D,2,2023-09-30 08:56:00,2023-09-30 08:55:00,2023-09-30 09:30:00,CST,,731.0,1.0,-
RECREATION VESSEL(S),9999999,D,0,2023-09-30 08:47:00,2023-09-30 08:46:00,2023-09-30 08:50:00,CST,,732.0,1.0,-
RECREATION VESSEL(S),9999999,D,0,2023-09-30 08:20:00,2023-09-30 08:19:00,2023-09-30 08:25:00,CST,,733.0,0.0,-
RECREATION VESSEL(S),9999999,U,0,2023-09-30 07:22:00,2023-09-30 07:12:00,2023-09-30 07:30:00,CST,,734.0,0.0,-
JANE ANN BLESSEY (TOW),1111657,D,2,2023-09-30 07:03:00,2023-09-30 07:02:00,2023-09-30 07:22:00,CST,,735.0,1.0,-
INTRA RECOIL(TOW),533346,U,2,2023-09-30 02:20:00,2023-09-30 01:01:00,2023-09-30 02:40:00,CST,,736.0,79.0,-
RESPONDER,543900,U,3,2023-09-30 02:10:00,2023-09-30 00:35:00,2023-09-30 02:15:00,CST,,737.0,0.0,-
RICHARD B(55X22),5681300,D,0,2023-09-30 01:26:00,2023-09-30 01:25:00,2023-09-30 01:30:00,CST,,738.0,1.0,-
DRUE ARAMISE,1307051,U,3,2023-09-30 00:50:00,2023-09-30 00:31:00,2023-09-30 01:20:00,CST,,739.0,19.0,-
RICHARD B(55X22),5681300,D,0,2023-09-30 00:37:00,2023-09-30 00:36:00,2023-09-30 00:50:00,CST,,740.0,1.0,-
JEFF KINDL (TOW 2016) 86X35,1266571,U,5,2023-09-29 21:55:00,2023-09-29 18:00:00,2023-09-29 22:00:00,CST,,741.0,0.0,-
SARAH (TOW 1996),1046751,D,1,2023-09-29 19:55:00,2023-09-29 19:13:00,2023-09-29 20:55:00,CST,,742.0,42.0,-
SOUTHERN BELLE  (TOW),516701,U,3,2023-09-29 19:50:00,2023-09-29 17:25:00,2023-09-29 19:55:00,CST,,743.0,0.0,-
KYLE SMITH,1308580,U,4,2023-09-29 19:10:00,2023-09-29 16:49:00,2023-09-29 19:25:00,CST,,744.0,0.0,-
EMILEE ALEXIS (TOW),518267,U,0,2023-09-29 18:40:00,2023-09-29 18:28:00,2023-09-29 18:55:00,CST,,745.0,12.0,-
TUCKER M HAMILTON,1316602,D,2,2023-09-29 18:25:00,2023-09-29 14:42:00,2023-09-29 18:35:00,CST,,746.0,0.0,-
CROSBY EXPLORER (TOW),633881,U,1,2023-09-29 17:35:00,2023-09-29 15:29:00,2023-09-29 18:05:00,CST,,747.0,126.0,-
THERESA B (TOW),561744,U,0,2023-09-29 17:21:00,2023-09-29 17:20:00,2023-09-29 17:30:00,CST,,748.0,1.0,-
SAVIOUR (TOW),1192584,D,3,2023-09-29 16:30:00,2023-09-29 13:48:00,2023-09-29 16:45:00,CST,,749.0,0.0,-
ALLIE BROOKE DEVALL,1214852,D,2,2023-09-29 15:10:00,2023-09-29 13:32:00,2023-09-29 15:20:00,CST,,750.0,0.0,-
RANDOLPH C,1261475,D,3,2023-09-29 11:00:00,2023-09-29 09:48:00,2023-09-29 11:25:00,CST,,751.0,72.0,-
THREE RIVERS (TOW 2013) 78X34,1250092,D,2,2023-09-29 10:05:00,2023-09-29 09:45:00,2023-09-29 10:35:00,CST,,752.0,20.0,-
KENNY SHAVER,1294499,D,0,,2023-09-25 06:43:00,,CST,,753.0,24.0,2
PAT CENAC,1303152,U,0,,2023-09-25 06:25:00,,CST,,754.0,42.0,1
DARIAN ALEXANDRA (TOW 2019),1269031,U,3,,2023-09-25 06:21:00,,CST,,755.0,0.0,0
THERESA B (TOW),561744,D,0,2023-09-25 06:27:00,2023-09-25 06:25:00,2023-09-25 06:33:00,CST,,756.0,2.0,-
PORT EADS (TOW 2016) 69X30,1263200,U,2,2023-09-25 04:59:00,2023-09-25 04:58:00,2023-09-25 06:27:00,CST,,757.0,1.0,-
RITA (TOW),544740,D,3,2023-09-25 04:35:00,2023-09-25 01:20:00,2023-09-25 04:45:00,CST,,758.0,0.0,-
PADDY (TOW 1996),1040254,D,2,2023-09-25 03:53:00,2023-09-25 03:52:00,2023-09-25 04:20:00,CST,,759.0,1.0,-
DELACROIX,1256869,D,1,2023-09-25 01:20:00,2023-09-25 00:41:00,2023-09-25 01:40:00,CST,,760.0,39.0,-
CAPT DOUG WRIGHT,1202864,U,3,2023-09-25 01:05:00,2023-09-25 00:10:00,2023-09-25 01:20:00,CST,,761.0,0.0,-
STEVE RICHOUX (TOW),568988,U,3,2023-09-24 22:45:00,2023-09-24 21:28:00,2023-09-24 23:00:00,CST,,762.0,0.0,-
RESPONDER,543900,D,3,2023-09-24 21:11:00,2023-09-24 21:10:00,2023-09-24 21:25:00,CST,,763.0,1.0,-
LAT GONSOULIN (TOW 2012),1237082,D,3,2023-09-24 19:43:00,2023-09-24 19:42:00,2023-09-24 20:15:00,CST,,764.0,1.0,-
UNCLE NU (TOW),624234,U,1,2023-09-24 17:55:00,2023-09-24 17:51:00,2023-09-24 18:20:00,CST,,765.0,4.0,-
REPOSE,1041355,D,1,2023-09-24 17:30:00,2023-09-24 17:03:00,2023-09-24 17:50:00,CST,,766.0,0.0,-
CINCINNATI (TOW),1126162,U,2,2023-09-24 16:16:00,2023-09-24 16:15:00,2023-09-24 16:40:00,CST,,767.0,1.0,-
MICHELLE GOLDING,1258033,D,2,2023-09-24 15:30:00,2023-09-24 15:10:00,2023-09-24 16:00:00,CST,,768.0,20.0,-
MARI LAMPTON (TOW 106X32),1208146,U,3,2023-09-24 14:51:00,2023-09-24 14:50:00,2023-09-24 15:25:00,CST,,769.0,1.0,-
FATHER PAT (TOW 2011) 76X35,1237423,D,5,2023-09-24 13:50:00,2023-09-24 13:00:00,2023-09-24 14:10:00,CST,,770.0,0.0,-
MARY ENA DEVALL (TOW),569520,U,1,2023-09-24 11:46:00,2023-09-24 11:45:00,2023-09-24 12:05:00,CST,,771.0,1.0,-
HERBERT J. PLAISANCE(TOW),1216424,D,0,2023-09-24 08:55:00,2023-09-24 08:50:00,2023-09-24 09:00:00,CST,,772.0,5.0,-
CHAMPION ( TOW 2013) 85X35,1247079,U,3,2023-09-24 08:30:00,2023-09-24 08:00:00,2023-09-24 08:55:00,CST,,773.0,30.0,-
THERESA B (TOW),561744,U,0,2023-09-24 08:16:00,2023-09-24 08:15:00,2023-09-24 08:25:00,CST,,774.0,1.0,-
RICHARD B(55X22),5681300,D,0,2023-09-24 08:05:00,2023-09-24 07:55:00,2023-09-24 08:10:00,CST,,775.0,10.0,-
NICHOLAS (TOW 2014) 65X28,1251897,D,5,2023-09-24 07:40:00,2023-09-24 05:53:00,2023-09-24 08:00:00,CST,,776.0,0.0,-
RELENTLESS,631130,U,3,2023-09-24 07:00:00,2023-09-24 05:44:00,2023-09-24 07:15:00,CST,,777.0,0.0,-
BORN AGAIN (TOW),562776,D,3,2023-09-24 05:55:00,2023-09-24 05:00:00,2023-09-24 06:15:00,CST,,778.0,0.0,-
FREEDOM (TOW 76X28),505538,U,3,2023-09-24 02:45:00,2023-09-24 01:25:00,2023-09-24 02:55:00,CST,,779.0,0.0,-
BRONCO,1327838,D,2,2023-09-24 01:27:00,2023-09-24 01:26:00,2023-09-24 02:15:00,CST,,780.0,1.0,-
RISEN SAVIOUR (TOW),1191228,U,3,2023-09-24 01:05:00,2023-09-24 00:08:00,2023-09-24 01:20:00,CST,,781.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-24 00:09:00,2023-09-24 00:08:00,2023-09-24 00:30:00,CST,,782.0,1.0,-
ENDURANCE (TOW 2011)81X30,1232349,U,2,2023-09-23 23:02:00,2023-09-23 23:01:00,2023-09-23 23:30:00,CST,,783.0,1.0,-
PIERRE BILLIOT,1296760,D,2,2023-09-23 16:48:00,2023-09-23 16:47:00,2023-09-23 17:20:00,CST,,784.0,1.0,-
FATHER PAT (TOW 2011) 76X35,1237423,U,3,2023-09-23 14:00:00,2023-09-23 13:30:00,2023-09-23 14:15:00,CST,,785.0,30.0,-
RICHARD B(55X22),5681300,D,0,2023-09-23 13:55:00,2023-09-23 13:50:00,2023-09-23 14:00:00,CST,,786.0,5.0,-
LIV (TOW 2015) 72X30,1261486,U,4,2023-09-23 13:35:00,2023-09-23 12:20:00,2023-09-23 13:55:00,CST,,787.0,75.0,-
RITA (TOW),544740,U,5,2023-09-23 13:20:00,2023-09-23 12:10:00,2023-09-23 13:30:00,CST,,788.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-23 12:50:00,2023-09-23 12:45:00,2023-09-23 12:55:00,CST,,789.0,5.0,-
RESPONDER,543900,U,3,2023-09-23 12:40:00,2023-09-23 12:00:00,2023-09-23 12:50:00,CST,,790.0,0.0,-
RICHARD B(55X22),5681300,D,0,2023-09-23 11:56:00,2023-09-23 11:55:00,2023-09-23 12:05:00,CST,,791.0,1.0,-
MON TA (TOW 70X24) 2012,1237633,U,3,2023-09-23 10:05:00,2023-09-23 09:40:00,2023-09-23 10:15:00,CST,,792.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-23 09:20:00,2023-09-23 09:15:00,2023-09-23 09:30:00,CST,,793.0,5.0,-
KATHY AZLIN,1252651,U,1,2023-09-23 09:06:00,2023-09-23 09:05:00,2023-09-23 09:20:00,CST,,794.0,1.0,-
EUGENIE J HUGER (TOW 2012),1242009,D,4,2023-09-23 08:31:00,2023-09-23 08:30:00,2023-09-23 08:55:00,CST,,795.0,1.0,-
RANDOLPH C,1261475,U,3,2023-10-07 10:10:00,2023-10-07 08:32:00,2023-10-07 10:45:00,CST,,796.0,98.0,-
PABST,573052,U,1,2023-10-07 09:40:00,2023-10-07 08:26:00,2023-10-07 10:05:00,CST,,797.0,74.0,-
PECAN ISLAND,1243601,D,2,2023-10-07 08:55:00,2023-10-07 07:46:00,2023-10-07 09:40:00,CST,,798.0,69.0,-
FRIO (TOW 2013) 85X35,1249711,U,2,2023-10-07 08:35:00,2023-10-07 08:00:00,2023-10-07 08:55:00,CST,,799.0,35.0,-
NANCY SONIER (TOW 2014),1257032,U,2,2023-10-07 07:47:00,2023-10-07 07:46:00,2023-10-07 08:30:00,CST,,800.0,1.0,-
BRANDON KYLE (TOW) 75 X 30,1273532,D,2,2023-10-07 07:05:00,2023-10-07 07:01:00,2023-10-07 07:40:00,CST,,801.0,4.0,-
WILSEY DUPRE (TOW 2010),1224664,U,2,2023-10-07 06:09:00,2023-10-07 06:08:00,2023-10-07 07:05:00,CST,,802.0,1.0,-
CAPT DJ (TOW),658071,D,1,2023-10-07 04:45:00,2023-10-07 02:48:00,2023-10-07 05:05:00,CST,,803.0,117.0,-
CINCINNATI (TOW),1126162,U,2,2023-10-07 04:20:00,2023-10-07 02:40:00,2023-10-07 04:45:00,CST,,804.0,100.0,-
THERESA B (TOW),561744,D,0,2023-10-07 04:15:00,2023-10-07 04:14:00,2023-10-07 04:20:00,CST,,805.0,1.0,-
LIBERTY (TOW 75X30),1141276,D,2,2023-10-07 03:20:00,2023-10-07 02:15:00,2023-10-07 03:55:00,CST,,806.0,65.0,-
FATHER PAT (TOW 2011) 76X35,1237423,U,4,2023-10-07 03:00:00,2023-10-06 22:44:00,2023-10-07 03:20:00,CST,,807.0,256.0,-
ST CHARLES (TOW)76X35,1230767,U,3,2023-10-07 02:35:00,2023-10-06 21:39:00,2023-10-07 02:55:00,CST,,808.0,0.0,-
GOSPEL LIGHT (TOW),570130,D,3,2023-10-07 01:25:00,2023-10-06 19:11:00,2023-10-07 01:35:00,CST,,809.0,0.0,-
MISS AIMEE (TOW),635024,D,1,2023-10-07 00:55:00,2023-10-06 23:57:00,2023-10-07 01:05:00,CST,,810.0,58.0,-
MV HALLIE M. MERRICK,1247505,D,2,2023-10-07 00:30:00,2023-10-06 22:36:00,2023-10-07 00:50:00,CST,,811.0,114.0,-
COUNT FLEET,1294853,D,3,2023-10-07 00:10:00,2023-10-06 17:51:00,2023-10-07 00:25:00,CST,,812.0,0.0,-
ALICE GOLDING,1253566,D,2,2023-10-06 23:10:00,2023-10-06 11:33:00,2023-10-06 23:30:00,CST,,813.0,697.0,-
JANIS ELIZABETH (TOW) 72X32,1292294,D,2,2023-10-06 22:40:00,2023-10-06 14:50:00,2023-10-06 22:50:00,CST,,814.0,470.0,-
DELACROIX,1256869,D,1,2023-10-06 22:25:00,2023-10-06 11:00:00,2023-10-06 22:35:00,CST,,815.0,685.0,-
RALPH C,1292862,D,2,2023-10-06 22:05:00,2023-10-06 09:00:00,2023-10-06 22:20:00,CST,,816.0,785.0,-
THERESA B (TOW),561744,U,0,2023-10-06 21:15:00,2023-10-06 21:14:00,2023-10-06 21:20:00,CST,,817.0,1.0,-
RICHARD B(55X22),5681300,U,0,2023-10-06 19:47:00,2023-10-06 19:46:00,2023-10-06 19:55:00,CST,,818.0,1.0,-
THERESA B (TOW),561744,D,0,2023-10-06 17:41:00,2023-10-06 17:40:00,2023-10-06 17:50:00,CST,,819.0,1.0,-
JOEL SMITH (TOW),984928,U,1,2023-10-06 17:25:00,2023-10-06 15:17:00,2023-10-06 17:35:00,CST,,820.0,128.0,-
MIKAELA LANE DEVALL (TOW),1146467,U,1,2023-10-06 17:10:00,2023-10-06 10:05:00,2023-10-06 17:20:00,CST,,821.0,425.0,-
CSS SHENANDOAH (TOW 2019),1300154,U,3,,2023-10-15 06:05:00,,CST,,822.0,167.0,
WILLIAM  (TOW 2009) 70X30,1222437,U,2,2023-10-15 05:18:00,2023-10-15 05:17:00,2023-10-15 05:50:00,CST,,823.0,1.0,-
NICEVILLE (TOW 76X35 2009),1221092,U,2,2023-10-15 04:25:00,2023-10-14 22:30:00,2023-10-15 04:45:00,CST,,824.0,355.0,-
